"","Sector","Company","sentiment_bins","mean_sentiments"
"1953","Financial","Janus Henderson Group","Moderate_sell",0.3951
"1954","Consumer Goods","Cree","Moderate_sell",0.360025
"1955","Utilities","Hawaiian Electric Industries","Hold",0.5225
"1956","Industrial Goods","Lawson",NA,NA
"1957","Technology","Sumco",NA,NA
"1958","Services","Grupo Aeroportuario del Sureste",NA,NA
"1959","Materials","PT Indocement Tunggal Prakarsa Tbk",NA,NA
"1960","Financial","Mapletree Logistics",NA,NA
"1961","Materials","China Everbright",NA,NA
"1962","Industrial Goods","The Bidvest Group",NA,NA
"1963","Financial","Agile Group Holdings",NA,NA
"1964","Financial","Assured Guaranty","Moderate_sell",0.449325
"1965","Materials","Xinyi Glass Holdings",NA,NA
"1966","Services","Macy's","Moderate_buy",0.6224375
"1967","Financial","SBI Holdings",NA,NA
"1968","Technology","J2 Global",NA,NA
"1969","Industrial Goods","Orbia Advance SAB de CV",NA,NA
"1970","Consumer Goods","Graphic Packaging","Moderate_sell",0.391725
"1971","Financial","Spirit Realty Capital","Moderate_sell",0.41055
"1972","Technology","Yokogawa Electric",NA,NA
"1973","Industrial Goods","China State Construction International Holdings",NA,NA
"1974","Consumer Goods","Yue Yuen Industrial (Holdings)",NA,NA
"1975","Financial","TMX Group",NA,NA
"1976","Utilities","Black Hills",NA,NA
"1977","Consumer Goods","Deckers Outdoor","Strong_sell",0.3074625
"1978","Financial","Pinnacle Financial Partners","Moderate_sell",0.311125
"1979","Financial","First Financial Bankshares","Hold",0.5
"1980","Services","Chegg",NA,NA
"1981","Healthcare","PT Kalbe Farma Tbk",NA,NA
"1982","Utilities","ONE Gas","Moderate_sell",0.43485
"1983","Financial","Lendingtree","Moderate_sell",0.4314625
"1984","Materials","Cimarex Energy","Moderate_sell",0.401325
"1985","Technology","PLDT","Hold",0.5
"1986","Utilities","COSCO SHIPPING Holdings Co",NA,NA
"1987",NA,"voestalpine AG","Hold",0.5
"1988","Healthcare","Genscript Biotech",NA,NA
"1989","Industrial Goods","Armstrong Ind","Hold",0.583525
"1990","Industrial Goods","Marui Group Co",NA,NA
"1991","Technology","PCCW",NA,NA
"1992","Services","Ritchie Bros","Moderate_sell",0.44835
"1993","Financial","Intercorp Financial Services",NA,NA
"1994","Services","Brink's Company","Hold",0.602425
"1995","Industrial Goods","Nine Dragons Paper Holdings",NA,NA
"1996","Materials","EQT Midstream","Moderate_sell",0.43355
"1997","Consumer Goods","Shoprite Holdings",NA,NA
"1998","Technology","CyberArk Software","Hold",0.5032625
"1999","Financial","Kerry Properties",NA,NA
"2000","Consumer Goods","Boston Beer","Hold",0.492325
"2001","Healthcare","Allakos","Moderate_sell",0.4408
"2002","Healthcare","Repligen",NA,NA
"2003","Technology","VEON","Hold",0.5259375
"2004","Materials","Clean Harbors","Hold",0.56615
"2005","Services","Globe Telecom",NA,NA
"2006","Consumer Goods","Silicon Laboratories",NA,NA
"2007","Consumer Goods","Tempur Sealy","Moderate_sell",0.3351125
"2008","Financial","Ryman","Moderate_sell",0.421925
"2009","Materials","Shell Midstream","Hold",0.4829
"2010","Services","Eutelsat Communications",NA,NA
"2011","Materials","Evolution Mining",NA,NA
"2012","Utilities","AusNet Services",NA,NA
"2013","Industrial Goods","TSURUHA Holdings",NA,NA
"2014","Services","Carter's","Hold",0.5094375
"2015","Services","AutoNation","Moderate_sell",0.321
"2016","Consumer Goods","Flowers Foods",NA,NA
"2017","Materials","Alumina",NA,NA
"2018","Industrial Goods","Yamada Denki Co",NA,NA
"2019","Technology","Millicom International Cellular SA",NA,NA
"2020","Healthcare","Innovent Biologics",NA,NA
"2021","Services","Medipal Holdings",NA,NA
"2022","Healthcare","3SBio",NA,NA
"2023","Consumer Goods","ViaSat",NA,NA
"2024","Materials","Saipem SpA",NA,NA
"2025","Financial","Brighthouse Financial",NA,NA
"2026","Services","CarGurus","Hold",0.585
"2027","Healthcare","China Biologic",NA,NA
"2028","Financial","Webster Financial",NA,NA
"2029","Healthcare","Bluebird Bio","Moderate_buy",0.754375
"2030",NA,"Rheinmetall",NA,NA
"2031","Consumer Goods","BRP",NA,NA
"2032",NA,"Uni-President China Holdings",NA,NA
"2033","Materials","Gerdau SA","Moderate_sell",0.398825
"2034","Financial","Pacwest Bancorp",NA,NA
"2035","Technology","Perspecta","Moderate_sell",0.3104875
"2036","Healthcare","Envista Holdings",NA,NA
"2037","Consumer Goods","WR Grace","Moderate_buy",0.718525
"2038","Services","LG Display","Hold",0.505
"2039",NA,"Cogeco Communications","Hold",0.5
"2040","Financial","Healthequity","Hold",0.530325
"2041","Financial","Healthcare Realty","Moderate_sell",0.3742
"2042","Materials","Gold Fields",NA,NA
"2043","Consumer Goods","Toyo Suisan Kaisha",NA,NA
"2044","Financial","UOL Group",NA,NA
"2045","Industrial Goods","Littelfuse",NA,NA
"2046","Services","Copa Holdings","Moderate_sell",0.3432375
"2047","Healthcare","Getinge AB",NA,NA
"2048","Utilities","International Container Terminal Services",NA,NA
"2049","Services","Wyndham Destinations",NA,NA
"2050","Services","Dufry AG",NA,NA
"2051","Materials","Dcp Midstream Partners",NA,NA
"2052","Industrial Goods","Landstar System",NA,NA
"2053","Financial","Enstar Group",NA,NA
"2054","Services","Shangri-La Asia",NA,NA
"2055","Consumer Goods","Ardagh Group SA","Moderate_buy",0.6107875
"2056","General","Yanzhou Coal Mining Co",NA,NA
"2057","Consumer Goods","Axon Enterprise","Hold",0.50945
"2058","Consumer Goods","Olam International",NA,NA
"2059","Materials","CVR Energy",NA,NA
"2060","Consumer Goods","CALBEE",NA,NA
"2061","Consumer Goods","Lancaster Colony",NA,NA
"2062","Materials","Mitsui Chemicals",NA,NA
"2063","Consumer Goods","Tate & Lyle",NA,NA
"2064","Technology","ACI Worldwide",NA,NA
"2065","Utilities","China Longyuan Power Group",NA,NA
"2066","Materials","Zhuzhou CRRC Times Electric Co",NA,NA
"2067","Services","Jollibee Foods",NA,NA
"2068","Financial","Sabra Healthcare REIT",NA,NA
"2069","Consumer Goods","Ashland","Moderate_sell",0.41755
"2070","Services","Elis SA",NA,NA
"2071","Financial","CIT Group",NA,NA
"2072",NA,"Caltex Australia",NA,NA
"2073","Industrial Goods","Kuraray Co",NA,NA
"2074","Financial","AMP",NA,NA
"2075","Services","Foot Locker","Hold",0.5566625
"2076","Materials","Helmerich & Payne","Hold",0.461125
"2077","Materials","Stanley Electric Co",NA,NA
"2078","Financial","Stifel Financial","Hold",0.4776
"2079","Financial","Coresite Realty",NA,NA
"2080","Consumer Goods","Valvoline",NA,NA
"2081","Healthcare","Crispr Therapeutics AG","Moderate_buy",0.6934125
"2082","Materials","Northern Star Resources",NA,NA
"2083","Financial","Cushman & Wakefield","Hold",0.4659
"2084","Materials","JTEKT",NA,NA
"2085","Technology","BYD Electronic (International) Co",NA,NA
"2086","Materials","Ternium SA",NA,NA
"2087","Materials","NGK Insulators",NA,NA
"2088",NA,"OSRAM Licht AG",NA,NA
"2089","Consumer Goods","Gruma SAB de CV",NA,NA
"2090","Financial","Advance Residence Investment",NA,NA
"2091","Materials","Zhaojin Mining Industry Co",NA,NA
"2092","Materials","KBR",NA,NA
"2093","Financial","Shizuoka Bank",NA,NA
"2094","Materials","Parsley Energy","Hold",0.506275
"2095","Technology","Pivotal Software","Moderate_sell",0.439225
"2096","Financial","Affiliated Managers","Moderate_sell",0.3864
"2097","Services","LHC Group","Moderate_buy",0.686625
"2098","Industrial Goods","Showa Denko KK",NA,NA
"2099","Healthcare","Spark Therapeutics",NA,NA
"2100","Financial","Banco Santander (Mexico) SA Institucion de Banca Multiple GrupoFinanciero Santander C",NA,NA
"2101","Consumer Goods","NCR",NA,NA
"2102","Industrial Goods","Sundrug Co",NA,NA
"2103","Consumer Goods","Canada Goose Holdings","Hold",0.573525
"2104","Technology","nVent Electric","Moderate_sell",0.402475
"2105","Services","Mailru Group",NA,NA
"2106","Industrial Goods","Mitsui Chemicals",NA,NA
"2107","Technology","Five9",NA,NA
"2108","Consumer Goods","Kuraray Co",NA,NA
"2109","Services","Eldorado Resorts","Hold",0.5094
"2110","Services","ISS",NA,NA
"2111","Services","Ollie's Bargain Outlet Holding","Moderate_sell",0.4457625
"2112","Financial","Hysan Development Co",NA,NA
"2113","Materials","NGK SPARK PLUG CO",NA,NA
"2114","Industrial Goods","RBC Bearings","Hold",0.4936
"2115","Services","Air China",NA,NA
"2116","Services","Penske Automotive Group","Hold",0.54405
"2117","Consumer Goods","Cirrus Logic","Hold",0.5314125
"2118","Utilities","Allete",NA,NA
"2119","Utilities","Southwest Gas",NA,NA
"2120","Materials","AltaGas",NA,NA
"2121","Services","Dick's Sporting Goods","strong_buy",0.9087
"2122","Utilities","Shenzhen International Holdings",NA,NA
"2123","Financial","Sterling Bancorp",NA,NA
"2124","Healthcare","Ryman Healthcare",NA,NA
"2125","Industrial Goods","Nimtech",NA,NA
"2126","Financial","Stag Industrial",NA,NA
"2127","Consumer Goods","Vitasoy International Holdings",NA,NA
"2128","Consumer Goods","Pure Storage","Moderate_sell",0.361775
"2129","Technology","YY","Hold",0.54375
"2130","Consumer Goods","Nomad Foods",NA,NA
"2131","Financial","Melco International",NA,NA
"2132","Utilities","Beijing Capital International Airport Co",NA,NA
"2133","Services","Grand Canyon Education","Moderate_sell",0.35565
"2134","Consumer Goods","Echostar",NA,NA
"2135","Technology","Avnet","Moderate_sell",0.352925
"2136","Utilities","Electric Power Development Co",NA,NA
"2137","Consumer Goods","Uni-President China Holdings",NA,NA
"2138","Services","FTI Consulting","Moderate_sell",0.43195
"2139","Materials","WPX Energy","Moderate_buy",0.654675
"2140","Services","Sojitz",NA,NA
"2141","Financial","Weingarten",NA,NA
"2142","Industrial Goods","PT Perusahaan Gas Negara Tbk",NA,NA
"2143","Financial","RLI","Hold",0.479475
"2144","Financial","Frasers Property",NA,NA
"2145","Materials","Companhia Sider<fa>rgica Nacional",NA,NA
"2146","Services","Azul SA",NA,NA
"2147","Industrial Goods","GrafTech International","Hold",0.503675
"2148","Healthcare","Tandem Diabetes Care","Moderate_buy",0.6867
"2149","Technology","Blackbaud","Moderate_sell",0.445475
"2150","Consumer Goods","Mercury Systems","Moderate_sell",0.398025
"2151","Technology","Q2 Holdings",NA,NA
"2152","Consumer Goods","Helen Of Troy","Hold",0.5134875
"2153","Financial","Lazard",NA,NA
"2154","Consumer Goods","Mattel","Hold",0.4987
"2155","Materials","Boral",NA,NA
"2156","Services","MSC Industrial","Hold",0.5856
"2157","Consumer Goods","NGK Spark Plug Co",NA,NA
"2158","Healthcare","LivaNova",NA,NA
"2159","Financial","Mapletree Industrial",NA,NA
"2160","Healthcare","United Therapeutics",NA,NA
"2161","Financial","Glacier Bancorp",NA,NA
"2162","Materials","Beach Energy",NA,NA
"2163","Services","CyberAgent",NA,NA
"2164","Utilities","SATS",NA,NA
"2165","Healthcare","Blueprint Medicines","Hold",0.49665
"2166","Financial","F.N.B.","Moderate_sell",0.433075
"2167","Services","China Literature",NA,NA
"2168","Materials","Pan American Silver","Moderate_sell",0.41795
"2169","Services","Schneider National","Moderate_sell",0.38545
"2170","Services","Texas Roadhouse","Moderate_sell",0.392625
"2171","Services","Telecom Argentina SA",NA,NA
"2172","Healthcare","Global Blood Therapeutics","Moderate_buy",0.7539875
"2173","Financial","Equity Commonwealth",NA,NA
"2174","Materials","Enable Midstream",NA,NA
"2175","Technology","New Relic","Hold",0.579525
"2176",NA,"Boral",NA,NA
"2177","Materials","Alfa SAB de CV",NA,NA
"2178","Materials","Jiangxi Copper Company",NA,NA
"2179","Materials","Lundin Mining","Moderate_sell",0.37
"2180","Consumer Goods","House Foods Group",NA,NA
"2181","Healthcare","Mirati Therapeutics",NA,NA
"2182","Industrial Goods","Parsons",NA,NA
"2183","Industrial Goods","Colfax",NA,NA
"2184","Financial","Two Harbors",NA,NA
"2185","Services","Cinemark Holdings","Moderate_sell",0.3645
"2186","Consumer Goods","SolarEdge Technologies","Moderate_buy",0.734425
"2187","Financial","Relo Group",NA,NA
"2188","Industrial Goods","Timken Company",NA,NA
"2189","Financial","Rayonier",NA,NA
"2190","Services","TripAdvisor",NA,NA
"2191","Services","Univar",NA,NA
"2192","Utilities","PG&E","Strong_sell",0.281825
"2193","Technology","Switch",NA,NA
"2194","Utilities","Spire","Moderate_sell",0.4047875
"2195","Technology","GrubHub","Moderate_sell",0.376225
"2196","Services","Reece",NA,NA
"2197","Technology","Globant SA",NA,NA
"2198","Services","Qurate Retail Group","Hold",0.481875
"2199","Financial","Selective Insurance Group",NA,NA
"2200","Technology","ams AG",NA,NA
"2201","Financial","Eurobank Ergasias SA",NA,NA
"2202","Financial","Aaron's",NA,NA
"2203","Utilities","Ormat Technologies",NA,NA
"2204","Services","Sinopharm Group Co",NA,NA
"2205","Technology","Bilibili",NA,NA
"2206","Services","Qurate Retail","Hold",0.5
"2207","Materials","Compania de Minas Buenaventura SAA",NA,NA
"2208","Healthcare","Ambu",NA,NA
"2209","Technology","ANGI Homeservices","Moderate_buy",0.6187
"2210","Consumer Goods","Darling Ingredients",NA,NA
"2211","Materials","National Fuel Gas Company",NA,NA
"2212","Services","Greek Organization of Football Prognostics SA",NA,NA
"2213","Healthcare","Morphosys Ag",NA,NA
"2214","Consumer Goods","Cosan","Hold",0.54605
"2215","Financial","Wintrust Financial",NA,NA
"2216","Healthcare","ICU Medical","Hold",0.5246
"2217","Technology","Medallia",NA,NA
"2218","Consumer Goods","Cabot Microelectronics","Moderate_sell",0.398725
"2219","Financial","Terreno Realty","Hold",0.505
"2220","Industrial Goods","Promotora y Operadora de Infraestructura SA",NA,NA
"2221","Utilities","Pnm Resources","Moderate_sell",0.342375
"2222","Materials","Gold Fields",NA,NA
"2223","Industrial Goods","Rexnord","Hold",0.5646625
"2224","Technology","AppFolio",NA,NA
"2225","Financial","United Bankshares","Moderate_sell",0.4022
"2226","Financial","Valley National Bancorp",NA,NA
"2227","Consumer Goods","Cineworld Group",NA,NA
"2228","Consumer Goods","RH","Moderate_buy",0.6379375
"2229","Utilities","New Jersey Resources",NA,NA
"2230","Financial","Service Properties","Moderate_sell",0.417625
"2231","Services","frontdoor",NA,NA
"2232","Materials","Eagle Materials","Hold",0.475775
"2233","Technology","TriNet Group",NA,NA
"2234","Financial","Bank OZK","Moderate_sell",0.45445
"2235","Technology","Tencent Music Entertainment Group","Moderate_sell",0.3956
"2236","Financial","Iberiabank","Strong_sell",0.295
"2237","Financial","Chimera Investment",NA,NA
"2238","Financial","Element Financial",NA,NA
"2239","Technology","LogMeIn","Hold",0.4981875
"2240","Financial","Macerich","Strong_sell",0.3056
"2241","Financial","Ares Management",NA,NA
"2242","Financial","Shinsei Bank",NA,NA
"2243","Materials","YPF Sociedad Anonima",NA,NA
"2244","Healthcare","Wright Medical Group","Hold",0.493275
"2245","Consumer Goods","Ingevity",NA,NA
"2246","Materials","Alcoa",NA,NA
"2247","Materials","B2Gold","Moderate_sell",0.44435
"2248",NA,"Acreage Holdings","Moderate_sell",0.4584
"2249","Healthcare","NuVasive","Hold",0.4893875
"2250","Services","UniFirst",NA,NA
"2251","Materials","PBF Energy",NA,NA
"2252","Technology","Cornerstone Ondemand",NA,NA
"2253","Industrial Goods","TopBuild",NA,NA
"2254","Services","Sime Darby Bhd",NA,NA
"2255","Financial","First Hawaiian",NA,NA
"2256","Services","Envestnet","Hold",0.480575
"2257","Services","Lithia Motors","Hold",0.5484
"2258","Utilities","Northland Power",NA,NA
"2259","Healthcare","Taro Pharmaceutical Industries","Moderate_buy",0.67075
"2260","Healthcare","Aspen Pharmacare Holdings",NA,NA
"2261","Utilities","Comfortdelgro",NA,NA
"2262","Financial","Suntec Real Estate Investment",NA,NA
"2263","Consumer Goods","GoodYear Tire",NA,NA
"2264","Materials","Kawasaki Heavy Industries",NA,NA
"2265","Financial","Interactive Brokers","Hold",0.5059125
"2266","Financial","Champion Real Estate Investment",NA,NA
"2267","Services","Cracker Barrel","Hold",0.57055
"2268","Industrial Goods","Huadian Power International",NA,NA
"2269","Healthcare","FibroGen","Moderate_sell",0.4272625
"2270","Consumer Goods","Pandora","Hold",0.505
"2271","Services","Six Flags","Moderate_sell",0.4162
"2272","Services","Genting Malaysia Bhd",NA,NA
"2273","Services","SiteOne Landscape Supply","Moderate_buy",0.62
"2274","Consumer Goods","Sanderson Farms",NA,NA
"2275","Financial","Bendigo & Adelaide Bank",NA,NA
"2276","Materials","Nabtesco",NA,NA
"2277","Materials","Cameco",NA,NA
"2278","Financial","Japan Hotel Reit Investment",NA,NA
"2279","Healthcare","Aspen Pharmacare",NA,NA
"2280","Financial","Apple Hospitality REIT",NA,NA
"2281","Services","Laureate Education",NA,NA
"2282","Technology","FireEye","Hold",0.576875
"2283","Financial","Times China Holdings",NA,NA
"2284","Healthcare","Immunomedics","Strong_sell",0.26995
"2285","Industrial Goods","Lee & Man Paper Manufacturing",NA,NA
"2286","Consumer Goods","Bombardier","Moderate_sell",0.431425
"2287","Financial","Bank Of Hawaii","Hold",0.5025
"2288","Financial","Macquarie Infrastructure Company","Moderate_sell",0.393425
"2289","General","Beach Energy",NA,NA
"2290","Consumer Goods","Coherent","Strong_sell",0.308575
"2291","Materials","Murphy Oil","Moderate_sell",0.440675
"2292","Financial","Invincible Investment",NA,NA
"2293","Services","Murphy USA","Hold",0.5392375
"2294","Technology","Alps Alpine Co",NA,NA
"2295","Utilities","Northwestern",NA,NA
"2296","Materials","Sulzer AG",NA,NA
"2297","Financial","Umpqua Holdings","Moderate_sell",0.42465
"2298","Technology","Descartes","Moderate_buy",0.703225
"2299","Financial","SLM",NA,NA
"2300","Financial","CI Financial",NA,NA
"2301","Industrial Goods","Simpson Manufacturing Co",NA,NA
"2302","Materials","Harmonic Drive Systems",NA,NA
"2303","Financial","Outfront Media","Hold",0.4656375
"2304","Healthcare","BridgeBio Pharma","Hold",0.4775
"2305","Services","Cimpress",NA,NA
"2306","Consumer Goods","Steven Madden","Hold",0.461475
"2307","Healthcare","Nektar Therapeutics",NA,NA
"2308","Materials","Mitsubishi Materials",NA,NA
"2309","Financial","National Health Investors",NA,NA
"2310","Services","Multichoice Group",NA,NA
"2311","Financial","Physicians Realty","Moderate_sell",0.400075
"2312","Healthcare","Intercept Pharma","Hold",0.5878
"2313","Financial","Hancock Whitney",NA,NA
"2314","Services","ASGN","Moderate_sell",0.41425
"2315","Financial","Shenzhen Investment",NA,NA
"2316","Consumer Goods","Dialog Semiconductor",NA,NA
